i;ID_QR;ID_xls;CHACRA_ID_QR;CANAL;LOTE;CHACRA;SUPERFICIE;ID_CAMPAÑA;ACTIVIDAD
1;Acceso Norte 1 1;Acceso Norte 1 1;Acceso Norte;1;1;Acceso Norte;3,6;ACCESO NORTE 2;MAIZ
2;Acceso Norte1 2;Acceso Norte 1 2;Acceso Norte;1;2;Acceso Norte;3,7;ACCESO NORTE 1;P. MANT.
3;Acceso Norte 1 3;Acceso Norte 1 3;Acceso Norte;1;3;Acceso Norte;3,7;ACCESO NORTE 2;MAIZ
4;Acceso Norte1 4;Acceso Norte 1 4;Acceso Norte;1;4;Acceso Norte;3,7;ACCESO NORTE 1;P. MANT.
5;Acceso Norte1 5;Acceso Norte 1 5;Acceso Norte;1;5;Acceso Norte;3,7;ACCESO NORTE 2;MAIZ
6;Acceso Norte1 6;Acceso Norte 1 6;Acceso Norte;1;6;Acceso Norte;3,8;ACCESO NORTE 1;P. MANT.
7;Acceso Norte1 7;Acceso Norte 1 7;Acceso Norte;1;7;Acceso Norte;3,6;ACCESO NORTE 2;MAIZ
8;Acceso Norte1 8;Acceso Norte 1 8;Acceso Norte;1;8;Acceso Norte;3,8;ACCESO NORTE 1;P. MANT.
9;Acceso Norte1 9;Acceso Norte 1 9;Acceso Norte;1;9;Acceso Norte;3,3;ACCESO NORTE 2;MAIZ
10;Acceso Norte1 10;Acceso Norte 1 10;Acceso Norte;1;10;Acceso Norte;3,4;ACCESO NORTE 1;P. MANT.
11;Acceso Norte1 11;Acceso Norte 1 11;Acceso Norte;1;11;Acceso Norte;3,4;ACCESO NORTE 2;MAIZ
12;Acceso Norte1 12;Acceso Norte 1 12;Acceso Norte;1;12;Acceso Norte;3,5;ACCESO NORTE 1;P. MANT.
13;Acceso Norte1 14;Acceso Norte 1 14;Acceso Norte;1;14;Acceso Norte;3,4;ACCESO NORTE 3;MAIZ
14;Acceso Norte1 16;Acceso Norte 1 16;Acceso Norte;1;16;Acceso Norte;3,1;ACCESO NORTE 3;MAIZ
15;Acceso Norte1 18;Acceso Norte 1 18;Acceso Norte;1;18;Acceso Norte;3,6;ACCESO NORTE 3;MAIZ
16;Acceso Norte1 19;Acceso Norte 1 19;Acceso Norte;1;19;Acceso Norte;2,7;ACCESO NORTE 2;MAIZ
17;Acceso Norte1 20;Acceso Norte 1 20;Acceso Norte;1;20;Acceso Norte;3,1;ACCESO NORTE 3;MAIZ
18;Acceso Norte1 21;Acceso Norte 1 21;Acceso Norte;1;21;Acceso Norte;2,6;ACCESO NORTE 2;MAIZ
19;Acceso Norte1 22;Acceso Norte 1 22;Acceso Norte;1;22;Acceso Norte;3;ACCESO NORTE 3;MAIZ
20;Acceso Norte1 23;Acceso Norte 1 23;Acceso Norte;1;23;Acceso Norte;2,7;ACCESO NORTE 2;MAIZ
21;Acceso Norte1 24;Acceso Norte 1 24;Acceso Norte;1;24;Acceso Norte;3,1;ACCESO NORTE 3;MAIZ
22;Acceso Norte1 25;Acceso Norte 1 25;Acceso Norte;1;25;Acceso Norte;2,8;ACCESO NORTE 2;MAIZ
23;Acceso Norte1 26;Acceso Norte 1 26;Acceso Norte;1;26;Acceso Norte;3;ACCESO NORTE 3;MAIZ
24;Acceso Norte1 27;Acceso Norte 1 27;Acceso Norte;1;27;Acceso Norte;2,6;ACCESO NORTE 2;MAIZ
25;Acceso Norte1 28;Acceso Norte 1 28;Acceso Norte;1;28;Acceso Norte;2,9;ACCESO NORTE 3;MAIZ
26;Acceso Norte1 29;Acceso Norte 1 29;Acceso Norte;1;29;Acceso Norte;2,4;ACCESO NORTE 2;MAIZ
27;Acceso Norte1 30;Acceso Norte 1 30;Acceso Norte;1;30;Acceso Norte;2,7;ACCESO NORTE 3;MAIZ
28;Acceso Norte1 31;Acceso Norte 1 31;Acceso Norte;1;31;Acceso Norte;2,3;ACCESO NORTE 2;MAIZ
29;Acceso Norte1 32;Acceso Norte 1 32;Acceso Norte;1;32;Acceso Norte;2,6;ACCESO NORTE 3;MAIZ
30;Acceso Norte1 33;Acceso Norte 1 33;Acceso Norte;1;33;Acceso Norte;2,3;ACCESO NORTE 2;MAIZ
31;Acceso Norte1 34;Acceso Norte 1 34;Acceso Norte;1;34;Acceso Norte;2,6;ACCESO NORTE 3;MAIZ
32;Acceso Norte1 35;Acceso Norte 1 35;Acceso Norte;1;35;Acceso Norte;2,2;ACCESO NORTE 2;MAIZ
33;Acceso Norte1 36;Acceso Norte 1 36;Acceso Norte;1;36;Acceso Norte;2,5;ACCESO NORTE 3;MAIZ
34;Acceso Norte1 37;Acceso Norte 1 37;Acceso Norte;1;37;Acceso Norte;2,2;ACCESO NORTE 2;MAIZ
35;Acceso Norte1 38;Acceso Norte 1 38;Acceso Norte;1;38;Acceso Norte;2,4;ACCESO NORTE 3;MAIZ
36;Acceso Norte1 39;Acceso Norte 1 39;Acceso Norte;1;39;Acceso Norte;2,3;ACCESO NORTE 2;MAIZ
37;Acceso Norte1 40;Acceso Norte 1 40;Acceso Norte;1;40;Acceso Norte;2,5;ACCESO NORTE 3;MAIZ
38;Acceso Norte1 41;Acceso Norte 1 41;Acceso Norte;1;41;Acceso Norte;2,1;ACCESO NORTE 2;MAIZ
39;Acceso Norte1 42;Acceso Norte 1 42;Acceso Norte;1;42;Acceso Norte;2,3;ACCESO NORTE 3;MAIZ
40;Acceso Norte1 43;Acceso Norte 1 43;Acceso Norte;1;43;Acceso Norte;1,1;ACCESO NORTE 2;MAIZ
41;Acceso Norte1 44;Acceso Norte 1 44;Acceso Norte;1;44;Acceso Norte;1,2;ACCESO NORTE 3;MAIZ
42;Acceso Norte2 1;Acceso Norte 2 1;Acceso Norte;2;1;Acceso Norte;3,9;ACCESO NORTE 1;P. MANT.
43;Acceso Norte2 2;Acceso Norte 2 2;Acceso Norte;2;2;Acceso Norte;3,7;ACCESO NORTE 1;P. MANT.
44;Acceso Norte2 3;Acceso Norte 2 3;Acceso Norte;2;3;Acceso Norte;3,8;ACCESO NORTE 1;P. MANT.
45;Acceso Norte2 4;Acceso Norte 2 4;Acceso Norte;2;4;Acceso Norte;3,8;ACCESO NORTE 1;P. MANT.
46;Acceso Norte2 5;Acceso Norte 2 5;Acceso Norte;2;5;Acceso Norte;3,8;ACCESO NORTE 1;P. MANT.
47;Acceso Norte2 6;Acceso Norte 2 6;Acceso Norte;2;6;Acceso Norte;3,7;ACCESO NORTE 1;P. MANT.
48;Acceso Norte2 7;Acceso Norte 2 7;Acceso Norte;2;7;Acceso Norte;3,9;ACCESO NORTE 1;P. MANT.
49;Acceso Norte2 8;Acceso Norte 2 8;Acceso Norte;2;8;Acceso Norte;4;ACCESO NORTE 1;P. MANT.
50;Acceso Norte2 9;Acceso Norte 2 9;Acceso Norte;2;9;Acceso Norte;3,5;ACCESO NORTE 3;MAIZ
51;Acceso Norte2 11;Acceso Norte 2 11;Acceso Norte;2;11;Acceso Norte;3,5;ACCESO NORTE 3;MAIZ
52;Acceso Norte2 13;Acceso Norte 2 13;Acceso Norte;2;13;Acceso Norte;3,4;ACCESO NORTE 3;MAIZ
53;Acceso Norte2 15;Acceso Norte 2 15;Acceso Norte;2;15;Acceso Norte;3,2;ACCESO NORTE 3;MAIZ
54;Acceso Norte2 16;Acceso Norte 2 16;Acceso Norte;2;16;Acceso Norte;3,2;ACCESO NORTE 4;P. MANT.
55;Acceso Norte2 17;Acceso Norte 2 17;Acceso Norte;2;17;Acceso Norte;3,5;ACCESO NORTE 3;MAIZ
56;Acceso Norte2 18;Acceso Norte 2 18;Acceso Norte;2;18;Acceso Norte;3,4;ACCESO NORTE 4;P. MANT.
57;Acceso Norte2 19;Acceso Norte 2 19;Acceso Norte;2;19;Acceso Norte;3,1;ACCESO NORTE 3;MAIZ
58;Acceso Norte2 20;Acceso Norte 2 20;Acceso Norte;2;20;Acceso Norte;3,1;ACCESO NORTE 4;P. MANT.
59;Acceso Norte2 21;Acceso Norte 2 21;Acceso Norte;2;21;Acceso Norte;3;ACCESO NORTE 3;MAIZ
60;Acceso Norte2 22;Acceso Norte 2 22;Acceso Norte;2;22;Acceso Norte;2,9;ACCESO NORTE 4;P. MANT.
61;Acceso Norte2 23;Acceso Norte 2 23;Acceso Norte;2;23;Acceso Norte;3;ACCESO NORTE 3;MAIZ
62;Acceso Norte2 24;Acceso Norte 2 24;Acceso Norte;2;24;Acceso Norte;3;ACCESO NORTE 4;P. MANT.
63;Acceso Norte2 25;Acceso Norte 2 25;Acceso Norte;2;25;Acceso Norte;2,9;ACCESO NORTE 3;MAIZ
64;Acceso Norte2 26;Acceso Norte 2 26;Acceso Norte;2;26;Acceso Norte;2,8;ACCESO NORTE 4;P. MANT.
65;Acceso Norte2 27;Acceso Norte 2 27;Acceso Norte;2;27;Acceso Norte;2,8;ACCESO NORTE 3;MAIZ
66;Acceso Norte2 28;Acceso Norte 2 28;Acceso Norte;2;28;Acceso Norte;2,8;ACCESO NORTE 4;P. MANT.
67;Acceso Norte2 29;Acceso Norte 2 29;Acceso Norte;2;29;Acceso Norte;2,6;ACCESO NORTE 3;MAIZ
68;Acceso Norte2 30;Acceso Norte 2 30;Acceso Norte;2;30;Acceso Norte;2,6;ACCESO NORTE 4;P. MANT.
69;Acceso Norte2 31;Acceso Norte 2 31;Acceso Norte;2;31;Acceso Norte;2,6;ACCESO NORTE 3;MAIZ
70;Acceso Norte2 32;Acceso Norte 2 32;Acceso Norte;2;32;Acceso Norte;2,6;ACCESO NORTE 4;P. MANT.
71;Acceso Norte2 33;Acceso Norte 2 33;Acceso Norte;2;33;Acceso Norte;2,5;ACCESO NORTE 3;MAIZ
72;Acceso Norte2 34;Acceso Norte 2 34;Acceso Norte;2;34;Acceso Norte;2,5;ACCESO NORTE 4;P. MANT.
73;Acceso Norte2 35;Acceso Norte 2 35;Acceso Norte;2;35;Acceso Norte;2,4;ACCESO NORTE 3;MAIZ
74;Acceso Norte2 36;Acceso Norte 2 36;Acceso Norte;2;36;Acceso Norte;2,3;ACCESO NORTE 4;P. MANT.
75;Acceso Norte2 37;Acceso Norte 2 37;Acceso Norte;2;37;Acceso Norte;2,3;ACCESO NORTE 3;MAIZ
76;Acceso Norte2 38;Acceso Norte 2 38;Acceso Norte;2;38;Acceso Norte;2,3;ACCESO NORTE 4;P. MANT.
77;Acceso Norte2 39;Acceso Norte 2 39;Acceso Norte;2;39;Acceso Norte;2,3;ACCESO NORTE 3;MAIZ
78;Acceso Norte2 40;Acceso Norte 2 40;Acceso Norte;2;40;Acceso Norte;2,2;ACCESO NORTE 4;P. MANT.
79;Acceso Norte2 41;Acceso Norte 2 41;Acceso Norte;2;41;Acceso Norte;2,1;ACCESO NORTE 3;MAIZ
80;Acceso Norte2 42;Acceso Norte 2 42;Acceso Norte;2;42;Acceso Norte;2,1;ACCESO NORTE 4;P. MANT.
81;Acceso Norte 2 43;Acceso Norte 2 43;Acceso Norte;2;43;Acceso Norte;1,1;ACCESO NORTE 3;MAIZ
82;Acceso Norte 2 44;Acceso Norte 2 44;Acceso Norte;2;44;Acceso Norte;0,8;ACCESO NORTE 4;P. MANT.
83;Acceso Sur 3 1;Acceso Sur 3 1;Acceso Sur;3;1;Acceso Sur;1,9;ACCESO SUR;P. MANT.
84;Acceso Sur 3 2;Acceso Sur 3 2;Acceso Sur;3;2;Acceso Sur;2;ACCESO SUR;P. MANT.
85;Acceso Sur 3 3;Acceso Sur 3 3;Acceso Sur;3;3;Acceso Sur;2,2;ACCESO SUR;P. MANT.
86;Acceso Sur 3 4;Acceso Sur 3 4;Acceso Sur;3;4;Acceso Sur;2,1;ACCESO SUR;P. MANT.
87;Acceso Sur 3 5;Acceso Sur 3 5;Acceso Sur;3;5;Acceso Sur;2,2;ACCESO SUR;P. MANT.
88;Acceso Sur 3 6;Acceso Sur 3 6;Acceso Sur;3;6;Acceso Sur;2,2;ACCESO SUR;P. MANT.
89;Acceso Sur 3 7;Acceso Sur 3 7;Acceso Sur;3;7;Acceso Sur;2,6;ACCESO SUR;P. MANT.
90;Acceso Sur 3 8;Acceso Sur 3 8;Acceso Sur;3;8;Acceso Sur;2,3;ACCESO SUR;P. MANT.
91;Acceso Sur 3 9;Acceso Sur 3 9;Acceso Sur;3;9;Acceso Sur;2,4;ACCESO SUR;P. MANT.
92;Acceso Sur 3 10;Acceso Sur 3 10;Acceso Sur;3;10;Acceso Sur;2,3;ACCESO SUR;P. MANT.
93;Acceso Sur 3 11;Acceso Sur 3 11;Acceso Sur;3;11;Acceso Sur;2,5;ACCESO SUR;P. MANT.
94;Acceso Sur 3 12;Acceso Sur 3 12;Acceso Sur;3;12;Acceso Sur;2,3;ACCESO SUR;P. MANT.
95;Acceso Sur 3 14;Acceso Sur 3 14;Acceso Sur;3;14;Acceso Sur;2,3;ACCESO SUR;P. MANT.
96;Acceso Sur 3 16;Acceso Sur 3 16;Acceso Sur;3;16;Acceso Sur;2,5;ACCESO SUR;P. MANT.
97;Acceso Sur 3 17;Acceso Sur 3 17;Acceso Sur;3;17;Acceso Sur;2,9;ACCESO SUR;P. MANT.
98;Acceso Sur 3 18;Acceso Sur 3 18;Acceso Sur;3;18;Acceso Sur;2,7;ACCESO SUR;P. MANT.
99;Acceso Sur 3 19;Acceso Sur 3 19;Acceso Sur;3;19;Acceso Sur;2,9;ACCESO SUR;P. MANT.
100;Acceso Sur 3 20;Acceso Sur 3 20;Acceso Sur;3;20;Acceso Sur;2,7;ACCESO SUR;P. MANT.
101;Acceso Sur 3 21;Acceso Sur 3 21;Acceso Sur;3;21;Acceso Sur;2,9;ACCESO SUR;P. MANT.
102;Acceso Sur 3 22;Acceso Sur 3 22;Acceso Sur;3;22;Acceso Sur;2,6;ACCESO SUR;P. MANT.
103;Acceso Sur 3 23;Acceso Sur 3 23;Acceso Sur;3;23;Acceso Sur;3,1;ACCESO SUR;P. MANT.
104;Acceso Sur 3 24;Acceso Sur 3 24;Acceso Sur;3;24;Acceso Sur;2,7;ACCESO SUR;P. MANT.
105;Acceso Sur 3 25;Acceso Sur 3 25;Acceso Sur;3;25;Acceso Sur;3;ACCESO SUR;P. MANT.
106;Acceso Sur 3 26;Acceso Sur 3 26;Acceso Sur;3;26;Acceso Sur;2,8;ACCESO SUR;P. MANT.
107;Acceso Sur 3 27;Acceso Sur 3 27;Acceso Sur;3;27;Acceso Sur;3,3;ACCESO SUR;P. MANT.
108;Acceso Sur 3 28;Acceso Sur 3 28;Acceso Sur;3;28;Acceso Sur;2,9;ACCESO SUR;P. MANT.
109;Acceso Sur 3 29;Acceso Sur 3 29;Acceso Sur;3;29;Acceso Sur;3,2;ACCESO SUR;P. MANT.
110;Acceso Sur 3 30;Acceso Sur 3 30;Acceso Sur;3;30;Acceso Sur;2,8;ACCESO SUR;P. MANT.
111;Acceso Sur 3 31;Acceso Sur 3 31;Acceso Sur;3;31;Acceso Sur;3,5;ACCESO SUR;P. MANT.
112;Acceso Sur 3 32;Acceso Sur 3 32;Acceso Sur;3;32;Acceso Sur;3,1;ACCESO SUR;P. MANT.
113;Acceso Sur 3 33;Acceso Sur 3 33;Acceso Sur;3;33;Acceso Sur;3,5;ACCESO SUR;P. MANT.
114;Acceso Sur 3 34;Acceso Sur 3 34;Acceso Sur;3;34;Acceso Sur;2,9;ACCESO SUR;P. MANT.
115;Acceso Sur 3 35;Acceso Sur 3 35;Acceso Sur;3;35;Acceso Sur;3,5;ACCESO SUR;P. MANT.
116;Acceso Sur 3 36;Acceso Sur 3 36;Acceso Sur;3;36;Acceso Sur;3,2;ACCESO SUR;P. MANT.
117;Acceso Sur 3 37;Acceso Sur 3 37;Acceso Sur;3;37;Acceso Sur;3,6;ACCESO SUR;P. MANT.
118;Acceso Sur 3 38;Acceso Sur 3 38;Acceso Sur;3;38;Acceso Sur;3;ACCESO SUR;P. MANT.
119;Acceso Sur 3 39;Acceso Sur 3 39;Acceso Sur;3;39;Acceso Sur;3,9;ACCESO SUR;P. MANT.
120;Acceso Sur 3 40;Acceso Sur 3 40;Acceso Sur;3;40;Acceso Sur;3,3;ACCESO SUR;P. MANT.
121;Acceso Sur 3 41;Acceso Sur 3 41;Acceso Sur;3;41;Acceso Sur;3,6;ACCESO SUR;P. MANT.
122;Acceso Sur 3 42;Acceso Sur 3 42;Acceso Sur;3;42;Acceso Sur;2,9;ACCESO SUR;P. MANT.
123;Acceso Sur 3 43;Acceso Sur 3 43;Acceso Sur;3;43;Acceso Sur;1,5;ACCESO SUR;P. MANT.
124;Acceso Sur 3 44;Acceso Sur 3 44;Acceso Sur;3;44;Acceso Sur;1,2;ACCESO SUR;P. MANT.
125;Balsa Este 1 1;;Balsa Este;1;1;Balsa Este;#N/D;;#N/D
126;Balsa Este 1 2;Balsa Este 1 2;Balsa Este;1;2;Balsa Este;1,9;BALSA ESTE 6;P. MANT.
127;Balsa Este 1 3;;Balsa Este;1;3;Balsa Este;#N/D;;#N/D
128;Balsa Este 1 4;Balsa Este 1 4;Balsa Este;1;4;Balsa Este;1,8;BALSA ESTE 6;P. MANT.
129;Balsa Este 1 6;Balsa Este 1 6;Balsa Este;1;6;Balsa Este;3,1;BALSA ESTE 6;P. MANT.
130;Balsa Este 1 8;Balsa Este 1 8;Balsa Este;1;8;Balsa Este;2,9;BALSA ESTE 6;P. MANT.
131;Balsa Este 1 10;Balsa Este 1 10;Balsa Este;1;10;Balsa Este;3,1;BALSA ESTE 6;P. MANT.
132;Balsa Este 1 12;Balsa Este 1 12;Balsa Este;1;12;Balsa Este;3;BALSA ESTE 6;P. MANT.
133;Balsa Este 1 14;Balsa Este 1 14;Balsa Este;1;14;Balsa Este;3;BALSA ESTE 6;P. MANT.
134;Balsa Este 1 16;Balsa Este 1 16;Balsa Este;1;16;Balsa Este;3,2;BALSA ESTE 6;P. MANT.
135;Balsa Este 1 18;Balsa Este 1 18;Balsa Este;1;18;Balsa Este;2,9;BALSA ESTE 6;P. MANT.
136;Balsa Este 1 20;Balsa Este 1 20;Balsa Este;1;20;Balsa Este;3;BALSA ESTE 6;P. MANT.
137;Balsa Este 1 22;Balsa Este 1 22;Balsa Este;1;22;Balsa Este;3,2;BALSA ESTE 6;P. MANT.
138;Balsa Este 1 24;Balsa Este 1 24;Balsa Este;1;24;Balsa Este;3,1;BALSA ESTE 5;P. MANT.
139;Balsa Este 1 26;Balsa Este 1 26;Balsa Este;1;26;Balsa Este;3,1;BALSA ESTE 5;P. MANT.
140;Balsa Este 1 28;Balsa Este 1 28;Balsa Este;1;28;Balsa Este;3,3;BALSA ESTE 5;P. MANT.
141;Balsa Este 1 30;Balsa Este 1 30;Balsa Este;1;30;Balsa Este;3;BALSA ESTE 5;P. MANT.
142;Balsa Este 1 32;Balsa Este 1 32;Balsa Este;1;32;Balsa Este;3;BALSA ESTE 5;P. MANT.
143;Balsa Este 1 34;Balsa Este 1 34;Balsa Este;1;34;Balsa Este;3,1;BALSA ESTE 5;P. MANT.
144;Balsa Este 1 36;Balsa Este 1 36;Balsa Este;1;36;Balsa Este;3,1;BALSA ESTE 5;P. MANT.
145;Balsa Este 1 38;Balsa Este 1 38;Balsa Este;1;38;Balsa Este;3,2;BALSA ESTE 5;P. MANT.
146;Balsa Este 1 40;Balsa Este 1 40;Balsa Este;1;40;Balsa Este;2,8;BALSA ESTE 5;P. MANT.
147;Balsa Este 1 42;Balsa Este 1 42;Balsa Este;1;42;Balsa Este;1,2;BALSA ESTE 5;P. MANT.
148;Balsa Este 2 1;;Balsa Este;2;1;Balsa Este;#N/D;;#N/D
149;Balsa Este 2 2;Balsa Este 2 2;Balsa Este;2;2;Balsa Este;2,4;BALSA ESTE 4;MAIZ
150;Balsa Este 2 3;;Balsa Este;2;3;Balsa Este;#N/D;;#N/D
151;Balsa Este 2 4;Balsa Este 2 4;Balsa Este;2;4;Balsa Este;4,5;BALSA ESTE 4;MAIZ
152;Balsa Este 2 6;Balsa Este 2 6;Balsa Este;2;6;Balsa Este;4,8;BALSA ESTE 4;MAIZ
153;Balsa Este 2 8;Balsa Este 2 8;Balsa Este;2;8;Balsa Este;4,7;BALSA ESTE 4;MAIZ
154;Balsa Este 2 10;Balsa Este 2 10;Balsa Este;2;10;Balsa Este;4,8;BALSA ESTE 4;MAIZ
155;Balsa Este 2 12;Balsa Este 2 12;Balsa Este;2;12;Balsa Este;5;BALSA ESTE 4;MAIZ
156;Balsa Este 2 14;Balsa Este 2 14;Balsa Este;2;14;Balsa Este;5,4;BALSA ESTE 4;MAIZ
157;Balsa Este 2 16;Balsa Este 2 16;Balsa Este;2;16;Balsa Este;3,8;BALSA ESTE 4;MAIZ
158;Balsa Este 2 18;Balsa Este 2 18;Balsa Este;2;18;Balsa Este;4;BALSA ESTE 4;MAIZ
159;Balsa Este 2 20;Balsa Este 2 20;Balsa Este;2;20;Balsa Este;4,1;BALSA ESTE 4;MAIZ
160;Balsa Este 2 22;Balsa Este 2 22;Balsa Este;2;22;Balsa Este;3,7;BALSA ESTE 4;MAIZ
161;Balsa Este 2 24;Balsa Este 2 24;Balsa Este;2;24;Balsa Este;3,7;BALSA ESTE 4;MAIZ
162;Balsa Este 2 26;Balsa Este 2 26;Balsa Este;2;26;Balsa Este;3,9;BALSA ESTE 4;MAIZ
163;Balsa Este 2 28;Balsa Este 2 28;Balsa Este;2;28;Balsa Este;3,9;BALSA ESTE 4;MAIZ
164;Balsa Este 2 30;Balsa Este 2 30;Balsa Este;2;30;Balsa Este;3,7;BALSA ESTE 4;MAIZ
165;Balsa Este 2 32;Balsa Este 2 32;Balsa Este;2;32;Balsa Este;3,8;BALSA ESTE 1;P. IMPLAN.
166;Balsa Este 2 34;Balsa Este 2 34;Balsa Este;2;34;Balsa Este;3,9;BALSA ESTE 1;P. IMPLAN.
167;Balsa Este 2 36;Balsa Este 2 36;Balsa Este;2;36;Balsa Este;3,8;BALSA ESTE 1;P. IMPLAN.
168;Balsa Este 2 38;Balsa Este 2 38;Balsa Este;2;38;Balsa Este;3,9;BALSA ESTE 1;P. IMPLAN.
169;Balsa Este 2 40;Balsa Este 2 40;Balsa Este;2;40;Balsa Este;2;BALSA ESTE 1;P. IMPLAN.
170;Balsa Este 2 42;Balsa Este 2 42;Balsa Este;2;42;Balsa Este;0,9;BALSA ESTE 1;P. IMPLAN.
171;Balsa Este 2A2;Balsa Este 2A 2;Balsa Este;2A;2;Balsa Este;3,6;BALSA ESTE 3;P. MANT.
172;Balsa Este 2A4;Balsa Este 2A 4;Balsa Este;2A;4;Balsa Este;4;BALSA ESTE 3;P. MANT.
173;Balsa Este 2A6;Balsa Este 2A 6;Balsa Este;2A;6;Balsa Este;3,4;BALSA ESTE 3;P. MANT.
174;Balsa Este 2A8;Balsa Este 2A 8;Balsa Este;2A;8;Balsa Este;2,5;BALSA ESTE 3;P. MANT.
175;Balsa Este 2A10;Balsa Este 2A 10;Balsa Este;2A;10;Balsa Este;1,9;BALSA ESTE 3;P. MANT.
